 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: Menor 1 ano
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"290600 Campo Formoso";15;32;12;59
"290630 Canavieiras";23;28;22;73
"290640 Candeal";4;3;6;13
"290650 Candeias";55;35;29;119
"290660 Candiba";6;7;5;18
"290670 Cândido Sales";1;-;-;1
"290680 Cansanção";15;3;12;30
"290682 Canudos";2;2;6;10
"290685 Capela do Alto Alegre";-;1;-;1
"290687 Capim Grosso";12;13;6;31
"290689 Caraíbas";-;1;3;4
"290690 Caravelas";8;12;7;27
"290700 Cardeal da Silva";1;-;2;3
"290710 Carinhanha";7;4;3;14
"290720 Casa Nova";4;5;3;12
"290730 Castro Alves";16;18;25;59
"290750 Catu";39;56;31;126
"290770 Chorrochó";1;1;2;4
"290780 Cícero Dantas";6;1;-;7
"290790 Cipó";3;-;4;7
"290800 Coaraci";43;32;37;112
"290810 Cocos";2;-;-;2
"290820 Conceição da Feira";17;10;5;32
"290830 Conceição do Almeida";16;5;10;31
"290840 Conceição do Coité";36;24;12;72
"290850 Conceição do Jacuípe";2;1;-;3
"290860 Conde";2;2;2;6
"290870 Condeúba";2;1;-;3
"290880 Contendas do Sincorá";2;1;2;5
"290890 Coração de Maria";10;-;-;10
"290910 Coribe";1;1;-;2
"290920 Coronel João Sá";1;1;4;6
"290930 Correntina";4;6;3;13
"290950 Cravolândia";4;3;3;10
"290960 Crisópolis";-;1;2;3
"290980 Cruz das Almas";17;42;30;89
"290990 Curaçá";4;1;2;7
"291000 Dário Meira";4;1;4;9
"291005 Dias d'Ávila";17;25;36;78
"291010 Dom Basílio";-;2;4;6
"291020 Dom Macedo Costa";1;4;-;5
"291030 Elísio Medrado";-;1;3;4
"291040 Encruzilhada";-;1;-;1
"291050 Entre Rios";38;28;22;88
"291060 Esplanada";30;39;40;109
"291070 Euclides da Cunha";37;24;16;77
"291072 Eunápolis";44;57;64;165
"291080 Feira de Santana";72;85;70;227
"291085 Filadélfia";-;-;1;1
"291100 Floresta Azul";20;14;13;47
"291120 Gandu";44;27;30;101
"291130 Gentio do Ouro";-;-;1;1
"291140 Glória";6;12;-;18
"291150 Gongogi";1;3;3;7
"291160 Governador Mangabeira";14;11;15;40
"291170 Guanambi";41;56;41;138
"291180 Guaratinga";3;4;1;8
"291190 Iaçu";80;61;18;159
"291200 Ibiassucê";-;1;1;2
"291210 Ibicaraí";64;58;35;157
"291220 Ibicoara";1;1;-;2
"291230 Ibicuí";1;-;8;9
"291250 Ibipitanga";2;3;-;5
"291260 Ibiquera";4;1;1;6
"291270 Ibirapitanga";26;16;17;59
"291280 Ibirapuã";3;2;1;6
"291290 Ibirataia";5;9;5;19
"291300 Ibitiara";8;8;9;25
"291320 Ibotirama";15;23;14;52
"291330 Ichu";1;3;1;5
"291345 Igrapiúna";4;3;1;8
"291350 Iguaí";8;11;11;30
"291360 Ilhéus";212;228;138;578
"291370 Inhambupe";43;43;30;116
"291380 Ipecaetá";6;5;9;20
"291390 Ipiaú";36;41;53;130
"291400 Ipirá";51;59;45;155
"291410 Ipupiara";1;-;1;2
"291420 Irajuba";-;1;-;1
"291430 Iramaia";-;1;2;3
"291440 Iraquara";1;3;-;4
"291450 Irará";37;20;11;68
"291460 Irecê";6;6;5;17
"291465 Itabela";17;26;16;59
"291470 Itaberaba";114;54;69;237
"291480 Itabuna";324;353;180;857
"291490 Itacaré";3;6;7;16
"291500 Itaeté";9;2;16;27
"291510 Itagi";22;8;14;44
"291520 Itagibá";5;-;4;9
"291530 Itagimirim";4;8;10;22
"291535 Itaguaçu da Bahia";-;-;1;1
"291540 Itaju do Colônia";1;1;2;4
"291550 Itajuípe";39;34;24;97
"291560 Itamaraju";127;79;105;311
"291570 Itamari";1;2;1;4
"291580 Itambé";13;26;39;78
"291590 Itanagra";1;-;-;1
"291600 Itanhém";2;-;-;2
"291610 Itaparica";12;8;6;26
"291620 Itapé";22;15;12;49
"291630 Itapebi";16;11;11;38
"291640 Itapetinga";48;60;43;151
"291650 Itapicuru";-;1;1;2
"291660 Itapitanga";7;4;6;17
"291670 Itaquara";3;5;3;11
"291680 Itarantim";1;-;-;1
"291685 Itatim";-;3;2;5
"291690 Itiruçu";18;27;14;59
"291710 Itororó";23;12;26;61
"291720 Ituaçu";2;11;4;17
"291730 Ituberá";21;16;10;47
"291733 Iuiú";-;-;3;3
"291735 Jaborandi";-;-;1;1
"291740 Jacaraci";-;-;3;3
"291750 Jacobina";27;24;22;73
"291760 Jaguaquara";45;22;35;102
"291770 Jaguarari";1;3;-;4
"291780 Jaguaripe";7;1;6;14
"291790 Jandaíra";12;6;7;25
"291800 Jequié";118;111;81;310
"291810 Jeremoabo";7;13;1;21
"291820 Jiquiriçá";15;8;5;28
"291830 Jitaúna";28;23;14;65
"291835 João Dourado";3;-;2;5
"291840 Juazeiro";146;125;109;380
"291845 Jucuruçu";-;3;-;3
"291850 Jussara";-;-;1;1
"291855 Jussari";10;5;1;16
"291860 Jussiape";-;1;1;2
"291870 Lafaiete Coutinho";1;-;-;1
"291875 Lagoa Real";1;3;-;4
"291880 Laje";2;-;3;5
"291890 Lajedão";2;5;5;12
"291900 Lajedinho";1;-;-;1
"291905 Lajedo do Tabocal";1;-;1;2
"291910 Lamarão";4;4;3;11
"291915 Lapão";3;-;-;3
"291920 Lauro de Freitas";55;61;53;169
"291930 Lençóis";6;3;-;9
"291940 Licínio de Almeida";2;2;2;6
"291950 Livramento de Nossa Senhora";3;10;3;16
"291960 Macajuba";8;13;2;23
"291970 Macarani";6;3;6;15
"291980 Macaúbas";11;14;13;38
"291990 Macururé";-;-;1;1
"291992 Madre de Deus";6;7;8;21
"291995 Maetinga";-;1;-;1
"292000 Maiquinique";1;1;-;2
"292010 Mairi";28;16;14;58
"292020 Malhada";1;-;-;1
"292030 Malhada de Pedras";1;-;-;1
"292040 Manoel Vitorino";-;-;2;2
"292050 Maracás";18;15;9;42
"292060 Maragogipe";28;19;9;56
"292070 Maraú";13;6;9;28
"292080 Marcionílio Souza";19;16;9;44
"292090 Mascote";1;2;2;5
"292100 Mata de São João";25;13;15;53
"292105 Matina";1;-;-;1
"292110 Medeiros Neto";17;12;16;45
"292120 Miguel Calmon";24;23;41;88
"292130 Milagres";5;6;9;20
"292140 Mirangaba";-;2;-;2
"292145 Mirante";-;-;1;1
"292150 Monte Santo";2;3;-;5
"292160 Morpará";5;6;5;16
"292170 Morro do Chapéu";34;29;27;90
"292180 Mortugaba";2;1;1;4
"292190 Mucugê";3;-;4;7
"292200 Mucuri";13;6;11;30
"292205 Mulungu do Morro";-;-;1;1
"292210 Mundo Novo";5;2;4;11
"292220 Muniz Ferreira";4;1;3;8
"292230 Muritiba";34;36;18;88
"292240 Mutuípe";14;13;14;41
"292250 Nazaré";25;2;36;63
"292260 Nilo Peçanha";5;2;-;7
"292270 Nova Canaã";2;2;-;4
"292273 Nova Fátima";-;-;1;1
"292275 Nova Ibiá";-;2;1;3
"292280 Nova Itarana";9;-;1;10
"292285 Nova Redenção";1;2;-;3
"292290 Nova Soure";1;-;3;4
"292300 Nova Viçosa";15;22;17;54
"292303 Novo Horizonte";4;3;-;7
"292320 Oliveira dos Brejinhos";1;1;-;2
"292330 Ouriçangas";8;13;10;31
"292335 Ourolândia";-;1;2;3
"292340 Palmas de Monte Alto";5;-;2;7
"292350 Palmeiras";1;-;-;1
"292360 Paramirim";1;2;-;3
"292370 Paratinga";7;9;3;19
"292380 Paripiranga";2;1;1;4
"292390 Pau Brasil";29;17;15;61
"292400 Paulo Afonso";139;141;84;364
"292405 Pé de Serra";2;3;8;13
"292410 Pedrão";2;2;4;8
"292420 Pedro Alexandre";2;-;1;3
"292430 Piatã";-;2;-;2
"292450 Pindaí";4;1;1;6
"292460 Pindobaçu";-;1;12;13
"292465 Pintadas";6;5;2;13
"292467 Piraí do Norte";1;1;1;3
"292480 Piritiba";10;7;3;20
"292490 Planaltino";4;3;1;8
"292500 Planalto";18;20;12;50
"292510 Poções";48;35;38;121
"292520 Pojuca";25;30;17;72
"292525 Ponto Novo";-;1;-;1
"292530 Porto Seguro";27;45;67;139
"292550 Prado";16;9;19;44
"292560 Presidente Dutra";-;1;1;2
"292570 Presidente Jânio Quadros";1;-;-;1
"292575 Presidente Tancredo Neves";1;2;1;4
"292580 Queimadas";13;5;1;19
"292590 Quijingue";7;2;1;10
"292593 Quixabeira";1;-;2;3
"292595 Rafael Jambeiro";9;8;14;31
"292600 Remanso";2;2;8;12
"292610 Retirolândia";15;3;4;22
"292620 Riachão das Neves";2;-;1;3
"292630 Riachão do Jacuípe";29;20;14;63
"292640 Riacho de Santana";-;3;-;3
"292650 Ribeira do Amparo";1;-;-;1
"292660 Ribeira do Pombal";-;-;1;1
"292665 Ribeirão do Largo";-;-;1;1
"292670 Rio de Contas";2;3;3;8
"292680 Rio do Antônio";1;7;1;9
"292690 Rio do Pires";-;-;1;1
"292700 Rio Real";2;10;14;26
"292710 Rodelas";-;1;-;1
"292720 Ruy Barbosa";54;57;48;159
"292730 Salinas da Margarida";1;-;7;8
"292740 Salvador";1776;1588;1264;4628
"292750 Santa Bárbara";6;2;2;10
"292760 Santa Brígida";13;9;1;23
"292770 Santa Cruz Cabrália";2;10;1;13
"292780 Santa Cruz da Vitória";7;11;7;25
"292790 Santa Inês";15;19;13;47
"292805 Santa Luzia";5;7;5;17
"292810 Santa Maria da Vitória";10;4;5;19
"292840 Santa Rita de Cássia";7;3;10;20
"292850 Santa Teresinha";4;3;-;7
"292800 Santaluz";38;24;12;74
"292820 Santana";9;4;-;13
"292830 Santanópolis";9;5;1;15
"292860 Santo Amaro";60;74;41;175
"292870 Santo Antônio de Jesus";48;42;55;145
"292880 Santo Estêvão";86;44;47;177
"292890 São Desidério";6;-;-;6
"292895 São Domingos";1;5;8;14
"292910 São Felipe";14;6;6;26
"292900 São Félix";14;14;14;42
"292905 São Félix do Coribe";-;-;1;1
"292920 São Francisco do Conde";11;12;8;31
"292925 São Gabriel";-;1;-;1
"292930 São Gonçalo dos Campos";19;18;9;46
"292935 São José da Vitória";13;10;5;28
"292940 São Miguel das Matas";1;1;1;3
"292950 São Sebastião do Passé";24;27;17;68
"292960 Sapeaçu";22;6;2;30
"292970 Sátiro Dias";18;12;12;42
"292975 Saubara";-;-;2;2
"292980 Saúde";21;25;15;61
"292990 Seabra";1;1;-;2
"293000 Sebastião Laranjeiras";2;-;-;2
"293010 Senhor do Bonfim";57;37;33;127
"293020 Sento Sé";-;1;-;1
"293015 Serra do Ramalho";8;6;2;16
"293030 Serra Dourada";1;3;2;6
"293040 Serra Preta";6;10;5;21
"293050 Serrinha";23;22;25;70
"293060 Serrolândia";2;2;1;5
"293070 Simões Filho";41;41;44;126
"293075 Sítio do Mato";5;3;5;13
"293076 Sítio do Quinto";1;-;-;1
"293077 Sobradinho";1;3;-;4
"293080 Souto Soares";-;-;1;1
"293090 Tabocas do Brejo Velho";-;2;-;2
"293100 Tanhaçu";1;-;-;1
"293105 Tanque Novo";-;1;-;1
"293110 Tanquinho";-;-;6;6
"293120 Taperoá";6;6;3;15
"293130 Tapiramutá";1;-;-;1
"293135 Teixeira de Freitas";138;109;107;354
"293140 Teodoro Sampaio";3;2;3;8
"293150 Teofilândia";26;14;15;55
"293160 Teolândia";1;4;4;9
"293170 Terra Nova";4;8;10;22
"293180 Tremedal";2;1;-;3
"293190 Tucano";1;-;1;2
"293200 Uauá";6;2;2;10
"293210 Ubaíra";16;23;17;56
"293220 Ubaitaba";48;41;48;137
"293230 Ubatã";25;31;32;88
"293245 Umburanas";-;-;1;1
"293250 Una";45;38;24;107
"293260 Urandi";4;6;3;13
"293270 Uruçuca";38;30;11;79
"293280 Utinga";1;7;4;12
"293290 Valença";60;66;53;179
"293300 Valente";1;3;5;9
"293305 Várzea da Roça";21;21;5;47
"293310 Várzea do Poço";-;1;2;3
"293315 Várzea Nova";6;5;5;16
"293317 Varzedo";10;2;3;15
"293320 Vera Cruz";13;7;11;31
"293330 Vitória da Conquista";208;224;178;610
"293340 Wagner";2;1;1;4
"293345 Wanderley";-;1;-;1
"293350 Wenceslau Guimarães";1;4;4;9
"293360 Xique-Xique";8;1;12;21
"290000 Município ignorado - BA";29;10;300;339
"310010 Abadia dos Dourados";1;-;-;1
"310020 Abaeté";13;19;15;47
"310030 Abre Campo";9;17;14;40
"310040 Acaiaca";2;-;2;4
"310050 Açucena";11;14;12;37
"310060 Água Boa";1;3;-;4
"310070 Água Comprida";2;1;-;3
"310080 Aguanil";-;2;2;4
"310090 Águas Formosas";20;20;14;54
"310100 Águas Vermelhas";3;2;6;11
"310110 Aimorés";13;13;9;35
"310120 Aiuruoca";-;-;2;2
"310140 Albertina";2;1;-;3
"310150 Além Paraíba";3;3;20;26
"310160 Alfenas";41;30;21;92
"310163 Alfredo Vasconcelos";2;5;-;7
"310170 Almenara";29;38;36;103
"310180 Alpercata";3;5;2;10
"310190 Alpinópolis";12;6;8;26
"310200 Alterosa";5;8;7;20
"315350 Alto Jequitibá";7;2;2;11
"310210 Alto Rio Doce";10;13;8;31
"310220 Alvarenga";4;3;-;7
"310230 Alvinópolis";14;14;12;40
"310240 Alvorada de Minas";4;1;2;7
"310250 Amparo do Serra";1;3;1;5
"310260 Andradas";15;6;10;31
"310280 Andrelândia";3;10;8;21
"310290 Antônio Carlos";10;4;7;21
"310300 Antônio Dias";9;6;1;16
"310310 Antônio Prado de Minas";1;-;1;2
"310320 Araçaí";1;-;-;1
"310330 Aracitaba";3;-;1;4
"310340 Araçuaí";3;5;7;15
"310350 Araguari";49;49;37;135
"310370 Araponga";3;4;4;11
"310375 Araporã";1;1;2;4
"310380 Arapuá";1;1;1;3
"310390 Araújos";-;-;3;3
"310400 Araxá";45;37;37;119
"310410 Arceburgo";3;3;6;12
"310420 Arcos";10;8;8;26
"310430 Areado";3;10;4;17
"310450 Arinos";-;2;3;5
"310460 Astolfo Dutra";2;5;3;10
"310470 Ataléia";3;6;7;16
"310480 Augusto de Lima";-;2;1;3
"310490 Baependi";11;10;8;29
"310500 Baldim";4;4;4;12
"310510 Bambuí";6;8;6;20
"310530 Bandeira do Sul";3;1;3;7
"310540 Barão de Cocais";29;21;17;67
"310550 Barão de Monte Alto";3;-;3;6
"310560 Barbacena";67;70;78;215
"310570 Barra Longa";2;1;4;7
"310590 Barroso";17;12;19;48
"310600 Bela Vista de Minas";6;6;3;15
"310610 Belmiro Braga";-;1;2;3
"310620 Belo Horizonte";1544;1713;1345;4602
"310630 Belo Oriente";12;13;6;31
"310640 Belo Vale";4;7;4;15
"310650 Berilo";12;2;7;21
"310660 Bertópolis";1;3;-;4
"310670 Betim";173;156;170;499
"310680 Bias Fortes";1;2;8;11
"310690 Bicas";10;6;5;21
"310700 Biquinhas";1;1;1;3
"310710 Boa Esperança";20;24;27;71
"310720 Bocaina de Minas";4;-;3;7
"310730 Bocaiúva";40;36;26;102
"310740 Bom Despacho";27;18;11;56
"310750 Bom Jardim de Minas";3;1;2;6
"310760 Bom Jesus da Penha";1;2;1;4
"310770 Bom Jesus do Amparo";6;7;2;15
"310780 Bom Jesus do Galho";15;7;7;29
"310790 Bom Repouso";4;11;2;17
"310800 Bom Sucesso";23;26;16;65
"310810 Bonfim";2;1;3;6
"310820 Bonfinópolis de Minas";1;1;1;3
"310830 Borda da Mata";5;9;5;19
"310840 Botelhos";3;8;12;23
"310850 Botumirim";5;1;2;8
"310870 Brás Pires";2;3;1;6
"310860 Brasília de Minas";16;12;11;39
"310880 Braúnas";3;1;3;7
"310890 Brazópolis";8;5;7;20
"310900 Brumadinho";16;16;13;45
"310910 Bueno Brandão";4;2;5;11
"310920 Buenópolis";5;3;6;14
"310930 Buritis";5;11;10;26
"310940 Buritizeiro";17;15;24;56
"310950 Cabo Verde";2;9;11;22
"310960 Cachoeira da Prata";-;3;3;6
"310970 Cachoeira de Minas";5;3;3;11
"310990 Caetanópolis";-;1;2;3
"311000 Caeté";25;22;29;76
"311020 Cajuri";1;1;4;6
"311030 Caldas";2;5;2;9
"311040 Camacho";2;2;2;6
"311050 Camanducaia";11;8;13;32
"311060 Cambuí";10;7;10;27
"311070 Cambuquira";17;13;4;34
"311080 Campanário";-;1;1;2
"311090 Campanha";10;9;7;26
"311100 Campestre";9;4;12;25
"311110 Campina Verde";6;8;7;21
"311120 Campo Belo";36;21;23;80
"311130 Campo do Meio";3;7;8;18
"311140 Campo Florido";1;-;3;4
"311150 Campos Altos";2;2;3;7
"311160 Campos Gerais";26;23;20;69
"311190 Cana Verde";3;1;2;6
"311170 Canaã";-;-;1;1
"311180 Canápolis";1;4;-;5
"311200 Candeias";12;4;6;22
"311210 Caparaó";1;7;1;9
"311220 Capela Nova";4;3;3;10
"311230 Capelinha";34;41;27;102
"311240 Capetinga";4;2;1;7
"311250 Capim Branco";6;4;5;15
"311260 Capinópolis";3;5;4;12
"311265 Capitão Andrade";1;-;1;2
"311270 Capitão Enéas";4;-;3;7
"311280 Capitólio";1;2;4;7
"311290 Caputira";7;5;11;23
"311300 Caraí";-;2;-;2
"311310 Caranaíba";1;1;-;2
"311320 Carandaí";14;18;15;47
"311330 Carangola";24;39;29;92
"311340 Caratinga";46;37;47;130
"311350 Carbonita";4;1;-;5
"311360 Careaçu";1;4;6;11
"311370 Carlos Chagas";11;14;11;36
"311380 Carmésia";1;-;1;2
"311390 Carmo da Cachoeira";5;8;9;22
"311400 Carmo da Mata";4;6;8;18
"311410 Carmo de Minas";1;6;7;14
"311420 Carmo do Cajuru";4;8;2;14
"311430 Carmo do Paranaíba";10;13;10;33
"311440 Carmo do Rio Claro";10;11;8;29
"311450 Carmópolis de Minas";9;8;4;21
"311455 Carneirinho";2;3;2;7
"311460 Carrancas";3;3;3;9
"311470 Carvalhópolis";4;2;2;8
"311480 Carvalhos";-;-;2;2
"311490 Casa Grande";1;-;2;3
"311500 Cascalho Rico";1;-;-;1
"311510 Cássia";2;3;13;18
"311530 Cataguases";33;22;22;77
"311540 Catas Altas da Noruega";1;1;1;3
"311545 Catuji";-;-;1;1
"311550 Caxambu";13;11;10;34
"311580 Centralina";5;3;4;12
"311590 Chácara";-;2;3;5
"311600 Chalé";5;3;4;12
"311610 Chapada do Norte";1;4;-;5
"311620 Chiador";-;-;2;2
"311630 Cipotânea";3;4;4;11
"311640 Claraval";-;-;4;4
"311650 Claro dos Poções";-;3;3;6
"311660 Cláudio";15;11;5;31
"311670 Coimbra";1;4;2;7
"311680 Coluna";12;19;4;35
"311690 Comendador Gomes";1;1;-;2
"311700 Comercinho";3;1;1;5
"311710 Conceição da Aparecida";5;8;4;17
"311520 Conceição da Barra de Minas";2;-;2;4
"311730 Conceição das Alagoas";4;6;5;15
"311720 Conceição das Pedras";-;1;-;1
"311740 Conceição de Ipanema";4;1;1;6
"311750 Conceição do Mato Dentro";15;20;10;45
"311760 Conceição do Pará";1;2;-;3
"311770 Conceição do Rio Verde";8;7;4;19
"311780 Conceição dos Ouros";4;3;4;11
"311790 Congonhal";-;2;2;4
"311800 Congonhas";21;20;36;77
"311810 Congonhas do Norte";6;1;3;10
"311820 Conquista";3;3;-;6
"311830 Conselheiro Lafaiete";67;68;57;192
"311840 Conselheiro Pena";13;16;13;42
"311860 Contagem";432;380;386;1198
"311870 Coqueiral";4;6;7;17
"311880 Coração de Jesus";6;10;12;28
"311890 Cordisburgo";2;2;1;5
"311900 Cordislândia";1;-;-;1
"311910 Corinto";12;6;13;31
"311920 Coroaci";1;1;-;2
"311930 Coromandel";8;4;6;18
"311940 Coronel Fabriciano";123;88;74;285
"311950 Coronel Murta";-;1;-;1
"311960 Coronel Pacheco";2;3;1;6
"311970 Coronel Xavier Chaves";2;1;1;4
"311980 Córrego Danta";1;-;4;5
"311990 Córrego do Bom Jesus";4;1;-;5
"312000 Córrego Novo";4;8;8;20
"312010 Couto de Magalhães de Minas";4;5;1;10
"312020 Cristais";2;7;2;11
"312030 Cristália";5;-;1;6
"312040 Cristiano Otoni";2;6;-;8
"312050 Cristina";7;3;3;13
"312060 Crucilândia";3;-;-;3
"312070 Cruzeiro da Fortaleza";1;1;-;2
"312080 Cruzília";8;15;13;36
"312090 Curvelo";40;52;49;141
"312100 Datas";4;4;3;11
"312110 Delfim Moreira";5;4;3;12
"312120 Delfinópolis";5;2;2;9
"312130 Descoberto";2;-;2;4
"312140 Desterro de Entre Rios";1;1;2;4
"312150 Desterro do Melo";3;3;-;6
"312160 Diamantina";11;22;25;58
"312170 Diogo de Vasconcelos";3;-;1;4
"312180 Dionísio";5;7;2;14
"312190 Divinésia";4;2;2;8
"312200 Divino";20;23;23;66
"312210 Divino das Laranjeiras";2;1;-;3
"312220 Divinolândia de Minas";3;2;8;13
"312230 Divinópolis";61;57;60;178
"312240 Divisa Nova";6;5;2;13
"312245 Divisópolis";1;-;-;1
"312250 Dom Cavati";4;3;3;10
"312260 Dom Joaquim";6;6;2;14
"312270 Dom Silvério";11;13;4;28
"312280 Dom Viçoso";3;2;1;6
"312290 Dona Eusébia";2;3;1;6
"312300 Dores de Campos";-;6;5;11
"312310 Dores de Guanhães";1;-;2;3
"312320 Dores do Indaiá";11;11;17;39
"312330 Dores do Turvo";3;2;3;8
"312340 Doresópolis";1;2;-;3
"312352 Durandé";1;2;2;5
"312360 Elói Mendes";14;14;20;48
"312370 Engenheiro Caldas";2;6;3;11
"312380 Engenheiro Navarro";5;3;1;9
"312385 Entre Folhas";1;4;1;6
"312390 Entre Rios de Minas";10;19;8;37
"312400 Ervália";12;10;19;41
"312410 Esmeraldas";19;21;22;62
"312420 Espera Feliz";19;8;10;37
"312430 Espinosa";35;17;20;72
"312440 Espírito Santo do Dourado";5;1;2;8
"312450 Estiva";5;3;2;10
"312460 Estrela Dalva";1;-;1;2
"312470 Estrela do Indaiá";3;1;3;7
"312480 Estrela do Sul";1;-;1;2
"312490 Eugenópolis";1;3;2;6
"312500 Ewbank da Câmara";3;-;2;5
"312510 Extrema";7;13;5;25
"312520 Fama";5;-;1;6
"312530 Faria Lemos";2;1;1;4
"312540 Felício dos Santos";3;-;2;5
"312560 Felisburgo";12;11;4;27
"312570 Felixlândia";6;6;5;17
"312580 Fernandes Tourinho";-;1;-;1
"312590 Ferros";6;10;12;28
"312595 Fervedouro";6;5;3;14
"312600 Florestal";-;-;3;3
"312610 Formiga";37;35;33;105
"312620 Formoso";-;2;1;3
"312630 Fortaleza de Minas";1;-;-;1
"312640 Fortuna de Minas";3;-;-;3
"312650 Francisco Badaró";4;2;4;10
"312660 Francisco Dumont";1;-;2;3
"312670 Francisco Sá";5;6;10;21
"312680 Frei Gaspar";4;5;8;17
"312690 Frei Inocêncio";-;2;-;2
"312700 Fronteira";4;-;7;11
"312710 Frutal";24;14;17;55
"312720 Funilândia";2;2;-;4
"312730 Galiléia";6;7;2;15
"312740 Gonçalves";4;1;-;5
"312750 Gonzaga";1;2;2;5
"312760 Gouveia";2;10;7;19
"312770 Governador Valadares";182;188;145;515
"312780 Grão Mogol";4;2;6;12
"312800 Guanhães";44;39;29;112
"312810 Guapé";1;2;2;5
"312820 Guaraciaba";10;8;9;27
"312830 Guaranésia";12;7;14;33
"312840 Guarani";9;11;5;25
"312850 Guarará";1;1;1;3
"312870 Guaxupé";25;22;21;68
"312880 Guidoval";10;8;4;22
"312890 Guimarânia";3;2;2;7
"312900 Guiricema";4;1;2;7
"312910 Gurinhatã";1;2;1;4
"312920 Heliodora";3;7;4;14
"312930 Iapu";4;3;2;9
"312940 Ibertioga";3;5;9;17
"312950 Ibiá";11;7;9;27
"312960 Ibiaí";5;5;5;15
"312970 Ibiraci";1;2;3;6
"312980 Ibirité";115;97;116;328
"312990 Ibitiúra de Minas";-;1;2;3
"313000 Ibituruna";2;3;-;5
"313005 Icaraí de Minas";-;1;-;1
"313010 Igarapé";22;16;25;63
"313020 Igaratinga";2;1;-;3
"313030 Iguatama";5;7;4;16
"313040 Ijaci";2;1;2;5
"313050 Ilicínea";6;4;1;11
"313060 Inconfidentes";2;2;2;6
"313070 Indianópolis";-;-;1;1
"313080 Ingaí";-;2;-;2
"313090 Inhapim";12;6;6;24
"313110 Inimutaba";3;4;5;12
"313115 Ipaba";2;6;8;16
"313120 Ipanema";5;11;10;26
"313130 Ipatinga";119;127;98;344
"313140 Ipiaçu";2;2;1;5
"313150 Ipuiúna";3;4;4;11
"313160 Iraí de Minas";3;-;1;4
"313170 Itabira";65;63;54;182
"313180 Itabirinha";12;4;9;25
"313190 Itabirito";17;7;24;48
"313200 Itacambira";2;-;2;4
"313210 Itacarambi";11;9;6;26
"313220 Itaguara";1;4;5;10
"313230 Itaipé";6;2;-;8
"313240 Itajubá";44;30;53;127
"313250 Itamarandiba";24;27;24;75
"313260 Itamarati de Minas";1;2;-;3
"313270 Itambacuri";16;18;24;58
"313280 Itambé do Mato Dentro";1;-;-;1
"313290 Itamogi";4;3;4;11
"313300 Itamonte";5;8;3;16
"313310 Itanhandu";6;6;8;20
"313320 Itanhomi";7;9;3;19
"313330 Itaobim";15;12;11;38
"313340 Itapagipe";7;1;1;9
"313350 Itapecerica";17;9;10;36
"313360 Itapeva";1;1;3;5
"313370 Itatiaiuçu";6;1;2;9
"313375 Itaú de Minas";4;6;6;16
"313380 Itaúna";38;45;51;134
"313390 Itaverava";1;3;2;6
"313400 Itinga";2;2;1;5
"313410 Itueta";2;-;2;4
"313420 Ituiutaba";32;46;37;115
"313430 Itumirim";1;4;3;8
"313440 Iturama";14;22;18;54
"313450 Itutinga";1;1;1;3
"313460 Jaboticatubas";8;9;3;20
"313470 Jacinto";11;8;-;19
"313480 Jacuí";3;2;2;7
"313490 Jacutinga";6;6;1;13
"313500 Jaguaraçu";3;3;1;7
"313505 Jaíba";7;9;4;20
"313507 Jampruca";-;-;2;2
"313510 Janaúba";18;27;24;69
"313520 Januária";5;6;7;18
"313530 Japaraíba";4;-;-;4
"313540 Jeceaba";7;5;4;16
"313550 Jequeri";9;12;12;33
"313560 Jequitaí";1;1;1;3
"313570 Jequitibá";5;2;6;13
"313580 Jequitinhonha";15;16;13;44
"313590 Jesuânia";-;4;-;4
"313600 Joaíma";9;22;21;52
"313610 Joanésia";9;3;3;15
"313620 João Monlevade";46;40;43;129
"313630 João Pinheiro";24;20;26;70
"313640 Joaquim Felício";3;1;2;6
"313650 Jordânia";2;6;3;11
"313665 Juatuba";5;5;7;17
"313670 Juiz de Fora";253;253;250;756
"313680 Juramento";3;1;2;6
"313690 Juruaia";4;1;1;6
"313700 Ladainha";1;3;-;4
"313710 Lagamar";1;1;2;4
"313720 Lagoa da Prata";19;20;20;59
"313730 Lagoa dos Patos";2;-;1;3
"313740 Lagoa Dourada";5;8;6;19
"313750 Lagoa Formosa";3;2;1;6
"313753 Lagoa Grande";1;-;1;2
"313760 Lagoa Santa";30;15;13;58
"313770 Lajinha";14;11;13;38
"313780 Lambari";9;6;11;26
"313790 Lamim";2;2;-;4
"313800 Laranjal";-;2;1;3
"313810 Lassance";5;1;2;8
"313820 Lavras";50;57;41;148
"313830 Leandro Ferreira";3;1;1;5
"313840 Leopoldina";37;26;17;80
"313850 Liberdade";4;5;1;10
"313860 Lima Duarte";10;10;13;33
"313862 Limeira do Oeste";3;3;3;9
"313865 Lontra";-;-;3;3
"313870 Luminárias";1;2;2;5
"313880 Luz";6;1;9;16
"313890 Machacalis";1;2;6;9
"313900 Machado";29;24;27;80
"313910 Madre de Deus de Minas";3;2;3;8
"313920 Malacacheta";9;6;4;19
"313925 Mamonas";-;-;1;1
"313930 Manga";20;17;21;58
"313940 Manhuaçu";68;75;63;206
"313950 Manhumirim";15;9;6;30
"313960 Mantena";12;20;12;44
"313980 Mar de Espanha";5;10;6;21
"313970 Maravilhas";1;1;-;2
