 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 1 a 4 anos
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"411725 Nova Prata do Iguaçu";-;2;1;3
"411721 Nova Santa Bárbara";-;1;-;1
"411722 Nova Santa Rosa";1;-;-;1
"411727 Nova Tebas";-;1;-;1
"411729 Novo Itacolomi";3;-;-;3
"411730 Ortigueira";4;4;3;11
"411745 Ouro Verde do Oeste";1;-;1;2
"411750 Paiçandu";2;1;1;4
"411760 Palmas";10;12;10;32
"411770 Palmeira";6;8;1;15
"411780 Palmital";6;7;3;16
"411790 Palotina";2;2;1;5
"411800 Paraíso do Norte";3;1;-;4
"411810 Paranacity";-;-;1;1
"411820 Paranaguá";11;17;19;47
"411830 Paranapoema";-;-;1;1
"411840 Paranavaí";3;4;1;8
"411850 Pato Branco";6;2;7;15
"411860 Paula Freitas";-;2;1;3
"411880 Peabiru";2;2;-;4
"411900 Pérola d'Oeste";1;-;-;1
"411915 Pinhais";13;10;3;26
"411925 Pinhal de São Bento";1;-;-;1
"411920 Pinhalão";-;-;1;1
"411930 Pinhão";8;3;5;16
"411940 Piraí do Sul";2;1;2;5
"411950 Piraquara";4;8;2;14
"411960 Pitanga";3;5;1;9
"411965 Pitangueiras";-;1;-;1
"411980 Planalto";2;-;2;4
"411990 Ponta Grossa";34;33;24;91
"412000 Porecatu";1;2;1;4
"412010 Porto Amazonas";1;-;-;1
"412030 Porto Vitória";1;-;-;1
"412035 Pranchita";1;-;1;2
"412050 Primeiro de Maio";-;2;-;2
"412060 Prudentópolis";4;6;4;14
"412070 Quatiguá";1;-;-;1
"412080 Quatro Barras";1;2;1;4
"412085 Quatro Pontes";1;-;-;1
"412090 Quedas do Iguaçu";4;3;3;10
"412100 Querência do Norte";1;-;1;2
"412110 Quinta do Sol";3;-;-;3
"412120 Quitandinha";1;1;1;3
"412130 Rancho Alegre";1;1;-;2
"412135 Rancho Alegre D'Oeste";-;1;-;1
"412140 Realeza";1;-;2;3
"412150 Rebouças";-;2;2;4
"412160 Renascença";1;1;1;3
"412170 Reserva";1;7;5;13
"412180 Ribeirão Claro";-;-;1;1
"412190 Ribeirão do Pinhal";4;1;2;7
"412200 Rio Azul";-;2;-;2
"412215 Rio Bonito do Iguaçu";1;-;-;1
"412220 Rio Branco do Sul";8;11;6;25
"412230 Rio Negro";1;2;1;4
"412240 Rolândia";3;5;3;11
"412250 Roncador";2;4;4;10
"412265 Rosário do Ivaí";1;-;3;4
"412300 Salto do Lontra";1;1;-;2
"412310 Santa Amélia";-;1;-;1
"412320 Santa Cecília do Pavão";-;1;1;2
"412330 Santa Cruz de Monte Castelo";-;2;-;2
"412340 Santa Fé";-;-;1;1
"412350 Santa Helena";1;-;-;1
"412380 Santa Izabel do Oeste";1;1;1;3
"412385 Santa Maria do Oeste";-;3;1;4
"412390 Santa Mariana";1;-;1;2
"412402 Santa Tereza do Oeste";1;1;2;4
"412405 Santa Terezinha de Itaipu";2;2;-;4
"412400 Santana do Itararé";-;-;1;1
"412410 Santo Antônio da Platina";6;7;3;16
"412420 Santo Antônio do Caiuá";-;-;1;1
"412430 Santo Antônio do Paraíso";-;-;2;2
"412440 Santo Antônio do Sudoeste";2;1;1;4
"412450 Santo Inácio";-;2;-;2
"412460 São Carlos do Ivaí";-;-;1;1
"412470 São Jerônimo da Serra";-;-;2;2
"412480 São João";1;1;-;2
"412490 São João do Caiuá";1;1;1;3
"412500 São João do Ivaí";5;-;-;5
"412510 São João do Triunfo";1;1;1;3
"412520 São Jorge d'Oeste";1;1;1;3
"412530 São Jorge do Ivaí";1;-;-;1
"412540 São José da Boa Vista";3;1;-;4
"412550 São José dos Pinhais";12;19;8;39
"412555 São Manoel do Paraná";-;1;-;1
"412560 São Mateus do Sul";8;4;2;14
"412570 São Miguel do Iguaçu";1;-;3;4
"412575 São Pedro do Iguaçu";-;1;-;1
"412580 São Pedro do Ivaí";-;1;-;1
"412590 São Pedro do Paraná";1;-;-;1
"412600 São Sebastião da Amoreira";1;-;3;4
"412620 Sapopema";-;2;2;4
"412625 Sarandi";4;9;4;17
"412630 Sengés";1;2;4;7
"412650 Sertanópolis";1;1;-;2
"412660 Siqueira Campos";1;1;-;2
"412665 Sulina";2;-;-;2
"412680 Tapejara";1;-;-;1
"412700 Teixeira Soares";3;7;3;13
"412710 Telêmaco Borba";13;10;8;31
"412720 Terra Boa";-;2;-;2
"412730 Terra Rica";-;1;-;1
"412740 Terra Roxa";-;1;1;2
"412750 Tibagi";2;5;1;8
"412760 Tijucas do Sul";-;-;1;1
"412770 Toledo";9;6;7;22
"412780 Tomazina";3;-;2;5
"412785 Três Barras do Paraná";3;-;2;5
"412790 Tuneiras do Oeste";2;2;-;4
"412796 Turvo";1;2;-;3
"412800 Ubiratã";-;4;1;5
"412810 Umuarama";1;9;7;17
"412820 União da Vitória";5;7;10;22
"412840 Uraí";2;1;1;4
"412853 Ventania";-;-;3;3
"412855 Vera Cruz do Oeste";2;-;1;3
"412860 Verê";2;1;1;4
"412865 Virmond";-;1;1;2
"412870 Vitorino";1;-;-;1
"412850 Wenceslau Braz";4;3;3;10
"412880 Xambrê";-;1;-;1
"410000 Município ignorado - PR";-;-;1;1
"420010 Abelardo Luz";-;2;-;2
"420040 Água Doce";1;-;-;1
"420050 Águas de Chapecó";1;-;2;3
"420060 Águas Mornas";1;-;2;3
"420080 Anchieta";-;1;-;1
"420090 Angelina";1;1;1;3
"420100 Anita Garibaldi";1;1;-;2
"420120 Antônio Carlos";-;2;1;3
"420130 Araquari";-;2;-;2
"420140 Araranguá";2;3;3;8
"420160 Arroio Trinta";-;1;-;1
"420170 Ascurra";-;2;1;3
"420180 Atalanta";1;-;-;1
"420190 Aurora";-;1;-;1
"420205 Balneário Barra do Sul";-;-;1;1
"420200 Balneário Camboriú";1;3;2;6
"421280 Balneário Piçarras";-;1;2;3
"420210 Barra Velha";3;1;2;6
"420220 Benedito Novo";1;1;-;2
"420230 Biguaçu";3;3;2;8
"420240 Blumenau";15;11;25;51
"420250 Bom Jardim da Serra";1;-;-;1
"420260 Bom Retiro";1;1;2;4
"420245 Bombinhas";1;-;1;2
"420280 Braço do Norte";-;2;2;4
"420290 Brusque";4;3;3;10
"420300 Caçador";5;8;7;20
"420310 Caibi";-;-;1;1
"420320 Camboriú";2;4;3;9
"420330 Campo Alegre";1;2;1;4
"420340 Campo Belo do Sul";2;1;-;3
"420350 Campo Erê";2;1;-;3
"420360 Campos Novos";4;11;5;20
"420370 Canelinha";1;-;1;2
"420380 Canoinhas";8;17;6;31
"420390 Capinzal";-;-;1;1
"420395 Capivari de Baixo";1;-;-;1
"420400 Catanduvas";1;-;-;1
"420410 Caxambu do Sul";-;-;1;1
"420415 Celso Ramos";1;-;-;1
"420417 Cerro Negro";-;-;2;2
"420420 Chapecó";11;10;7;28
"420430 Concórdia";4;6;-;10
"420440 Coronel Freitas";1;1;-;2
"420445 Coronel Martins";-;1;-;1
"420455 Correia Pinto";3;2;1;6
"420460 Criciúma";19;8;10;37
"420470 Cunha Porã";2;-;-;2
"420480 Curitibanos";6;3;3;12
"420490 Descanso";1;1;-;2
"420500 Dionísio Cerqueira";2;-;1;3
"420515 Doutor Pedrinho";1;-;-;1
"420520 Erval Velho";-;1;-;1
"420530 Faxinal dos Guedes";1;-;-;1
"420540 Florianópolis";17;21;21;59
"420545 Forquilhinha";-;1;-;1
"420550 Fraiburgo";3;1;4;8
"420570 Garopaba";1;1;-;2
"420580 Garuva";1;-;2;3
"420590 Gaspar";2;1;4;7
"420610 Grão Pará";3;-;-;3
"420630 Guabiruba";1;1;1;3
"420640 Guaraciaba";1;1;-;2
"420650 Guaramirim";3;1;2;6
"420670 Herval d'Oeste";1;-;1;2
"420690 Ibirama";1;2;-;3
"420700 Içara";1;2;7;10
"420710 Ilhota";-;1;-;1
"420720 Imaruí";2;2;-;4
"420730 Imbituba";2;2;-;4
"420740 Imbuia";-;1;-;1
"420750 Indaial";2;-;3;5
"420760 Ipira";-;1;1;2
"420765 Iporã do Oeste";-;1;-;1
"420768 Ipuaçu";1;-;-;1
"420780 Irani";2;-;-;2
"420790 Irineópolis";-;1;1;2
"420800 Itá";-;1;1;2
"420810 Itaiópolis";-;2;1;3
"420820 Itajaí";11;6;8;25
"420830 Itapema";-;1;1;2
"420840 Itapiranga";-;-;1;1
"420850 Ituporanga";5;3;-;8
"420870 Jacinto Machado";1;-;1;2
"420890 Jaraguá do Sul";6;5;6;17
"420895 Jardinópolis";-;-;1;1
"420900 Joaçaba";4;3;2;9
"420910 Joinville";33;16;21;70
"420915 José Boiteux";1;-;1;2
"420920 Lacerdópolis";1;-;-;1
"420930 Lages";13;15;17;45
"420940 Laguna";1;-;2;3
"420960 Lauro Muller";1;1;1;3
"420970 Lebon Régis";-;2;5;7
"420980 Leoberto Leal";1;-;-;1
"420985 Lindóia do Sul";-;1;-;1
"420990 Lontras";1;-;1;2
"421010 Mafra";3;5;-;8
"421030 Major Vieira";2;1;1;4
"421040 Maracajá";-;1;1;2
"421050 Maravilha";1;-;1;2
"421055 Marema";-;-;1;1
"421060 Massaranduba";2;-;1;3
"421070 Matos Costa";-;-;1;1
"421085 Mirim Doce";1;-;-;1
"421090 Modelo";-;-;1;1
"421105 Monte Carlo";2;-;1;3
"421110 Monte Castelo";2;3;1;6
"421120 Morro da Fumaça";3;2;-;5
"421125 Morro Grande";-;-;1;1
"421130 Navegantes";-;-;1;1
"421145 Nova Itaberaba";-;1;-;1
"421150 Nova Trento";-;3;-;3
"421170 Orleans";1;1;3;5
"421175 Otacílio Costa";-;-;1;1
"421185 Ouro Verde";-;-;1;1
"421190 Palhoça";5;9;4;18
"421200 Palma Sola";1;1;-;2
"421210 Palmitos";-;1;3;4
"421220 Papanduva";2;1;5;8
"421223 Paraíso";-;-;1;1
"421227 Passos Maia";1;-;-;1
"421230 Paulo Lopes";-;-;1;1
"421240 Pedras Grandes";-;-;1;1
"421250 Penha";1;1;1;3
"421260 Peritiba";-;-;1;1
"421270 Petrolândia";-;-;1;1
"421290 Pinhalzinho";1;-;2;3
"421315 Planalto Alegre";1;-;1;2
"421320 Pomerode";2;3;2;7
"421330 Ponte Alta";-;2;-;2
"421335 Ponte Alta do Norte";-;1;1;2
"421340 Ponte Serrada";3;1;2;6
"421350 Porto Belo";-;2;1;3
"421360 Porto União";5;4;5;14
"421370 Pouso Redondo";-;4;2;6
"421380 Praia Grande";-;-;2;2
"421400 Presidente Getúlio";-;3;1;4
"421410 Presidente Nereu";-;-;1;1
"421420 Quilombo";1;2;-;3
"421430 Rancho Queimado";-;-;2;2
"421450 Rio do Campo";-;-;1;1
"421460 Rio do Oeste";-;1;-;1
"421480 Rio do Sul";1;6;4;11
"421490 Rio Fortuna";1;-;-;1
"421500 Rio Negrinho";4;3;3;10
"421507 Riqueza";-;-;1;1
"421510 Rodeio";-;-;1;1
"421520 Romelândia";-;3;-;3
"421545 Sangão";1;-;-;1
"421550 Santa Cecília";-;6;6;12
"421555 Santa Helena";1;-;-;1
"421565 Santa Rosa do Sul";2;1;-;3
"421567 Santa Terezinha";-;1;-;1
"421570 Santo Amaro da Imperatriz";1;2;2;5
"421580 São Bento do Sul";6;6;8;20
"421600 São Carlos";1;1;3;5
"421605 São Cristovão do Sul";-;1;1;2
"421610 São Domingos";-;3;-;3
"421620 São Francisco do Sul";2;3;1;6
"421630 São João Batista";-;1;-;1
"421640 São João do Sul";1;1;-;2
"421650 São Joaquim";2;-;1;3
"421660 São José";9;10;10;29
"421670 São José do Cedro";-;1;-;1
"421680 São José do Cerrito";-;1;2;3
"421690 São Lourenço do Oeste";1;2;2;5
"421710 São Martinho";-;-;1;1
"421720 São Miguel do Oeste";5;6;6;17
"421730 Saudades";-;-;1;1
"421740 Schroeder";1;-;-;1
"421750 Seara";1;4;-;5
"421760 Siderópolis";1;-;-;1
"421770 Sombrio";1;2;1;4
"421780 Taió";-;1;2;3
"421800 Tijucas";2;-;1;3
"421810 Timbé do Sul";-;-;2;2
"421820 Timbó";2;1;-;3
"421825 Timbó Grande";-;1;-;1
"421830 Três Barras";2;3;2;7
"421840 Treze de Maio";1;-;-;1
"421850 Treze Tílias";2;-;-;2
"421860 Trombudo Central";1;-;-;1
"421870 Tubarão";6;4;9;19
"421880 Turvo";-;1;-;1
"421885 União do Oeste";1;-;1;2
"421890 Urubici";1;1;1;3
"421895 Urupema";-;1;1;2
"421900 Urussanga";1;1;-;2
"421910 Vargeão";1;-;1;2
"421915 Vargem";-;-;1;1
"421917 Vargem Bonita";-;1;-;1
"421930 Videira";2;4;2;8
"421935 Vitor Meireles";-;2;2;4
"421940 Witmarsum";-;3;-;3
"421950 Xanxerê";3;7;7;17
"421960 Xavantina";-;1;1;2
"421970 Xaxim";-;-;3;3
"430010 Agudo";3;-;-;3
"430020 Ajuricaba";1;-;-;1
"430040 Alegrete";5;2;8;15
"430050 Alpestre";-;1;2;3
"430060 Alvorada";11;14;21;46
"430063 Amaral Ferrador";1;-;-;1
"430064 Ametista do Sul";1;1;-;2
"430080 Antônio Prado";1;1;1;3
"430090 Aratiba";-;-;1;1
"430100 Arroio do Meio";2;-;-;2
"430105 Arroio do Sal";-;1;-;1
"430120 Arroio do Tigre";1;3;5;9
"430110 Arroio dos Ratos";-;-;2;2
"430130 Arroio Grande";1;1;3;5
"430140 Arvorezinha";-;-;1;1
"430150 Augusto Pestana";1;1;-;2
"430155 Áurea";2;-;1;3
"430160 Bagé";8;7;10;25
"430165 Barão";-;1;-;1
"430170 Barão de Cotegipe";-;1;2;3
"430175 Barão do Triunfo";-;1;2;3
"430190 Barra do Ribeiro";1;-;-;1
"430195 Barra Funda";-;-;1;1
"430180 Barracão";1;-;-;1
"430200 Barros Cassal";-;-;1;1
"430210 Bento Gonçalves";5;2;12;19
"430220 Boa Vista do Buricá";-;-;1;1
"430230 Bom Jesus";1;1;1;3
"430235 Bom Princípio";2;-;-;2
"430245 Boqueirão do Leão";2;-;-;2
"430260 Braga";1;-;-;1
"430270 Butiá";3;3;1;7
"430280 Caçapava do Sul";2;3;2;7
"430290 Cacequi";2;-;3;5
"430300 Cachoeira do Sul";3;3;3;9
"430310 Cachoeirinha";6;6;12;24
"430320 Cacique Doble";-;-;1;1
"430330 Caibaté";-;-;1;1
"430350 Camaquã";3;6;2;11
"430360 Cambará do Sul";1;1;-;2
"430367 Campestre da Serra";-;1;-;1
"430370 Campina das Missões";-;1;-;1
"430380 Campinas do Sul";1;-;-;1
"430390 Campo Bom";-;3;1;4
"430410 Campos Borges";1;-;1;2
"430420 Candelária";1;2;-;3
"430430 Cândido Godói";-;-;1;1
"430440 Canela";1;3;2;6
"430450 Canguçu";5;1;3;9
"430460 Canoas";20;21;29;70
"430463 Capão da Canoa";3;6;2;11
"430466 Capão do Leão";1;3;1;5
"430468 Capela de Santana";1;2;1;4
"430469 Capitão";1;1;-;2
"430470 Carazinho";1;5;9;15
"430485 Carlos Gomes";-;-;1;1
"430495 Caseiros";1;-;1;2
"430500 Catuípe";-;1;-;1
"430510 Caxias do Sul";22;17;19;58
"430513 Cerro Branco";1;-;-;1
"430515 Cerro Grande";-;-;1;1
"430517 Cerro Grande do Sul";1;1;-;2
"430520 Cerro Largo";-;1;-;1
"430530 Chapada";1;1;-;2
"430535 Charqueadas";1;2;4;7
"430537 Charrua";1;-;-;1
"430545 Cidreira";1;-;2;3
"430560 Colorado";1;-;1;2
"430585 Coqueiros do Sul";-;1;2;3
"430587 Coronel Barros";-;1;-;1
"430590 Coronel Bicaco";-;3;-;3
"430600 Crissiumal";1;1;1;3
"430605 Cristal";-;1;-;1
"430610 Cruz Alta";1;3;5;9
"430630 David Canabarro";1;1;-;2
"430635 Dezesseis de Novembro";-;-;1;1
"430642 Dois Irmãos das Missões";-;1;-;1
"430650 Dom Feliciano";1;1;1;3
"430660 Dom Pedrito";4;3;2;9
"430670 Dona Francisca";-;1;-;1
"430673 Doutor Maurício Cardoso";-;1;1;2
"430676 Eldorado do Sul";1;2;1;4
"430680 Encantado";-;-;1;1
"430690 Encruzilhada do Sul";-;4;3;7
"430692 Engenho Velho";-;1;-;1
"430700 Erechim";6;1;6;13
"430720 Erval Grande";-;-;1;1
"430730 Erval Seco";-;-;1;1
"430740 Esmeralda";1;-;-;1
"430750 Espumoso";2;2;2;6
"430755 Estação";-;-;1;1
"430760 Estância Velha";5;3;-;8
"430770 Esteio";4;4;4;12
"430780 Estrela";1;1;-;2
"430783 Eugênio de Castro";-;-;1;1
"430790 Farroupilha";6;1;3;10
"430800 Faxinal do Soturno";1;-;1;2
"430805 Faxinalzinho";-;1;-;1
"430810 Feliz";2;-;-;2
"430820 Flores da Cunha";-;1;-;1
"430830 Fontoura Xavier";1;-;-;1
"430840 Formigueiro";-;-;1;1
"430845 Fortaleza dos Valos";1;1;2;4
"430850 Frederico Westphalen";6;2;-;8
"430860 Garibaldi";3;-;-;3
"430865 Garruchos";-;1;1;2
"430880 General Câmara";-;-;1;1
"430890 Getúlio Vargas";1;2;4;7
"430900 Giruá";-;2;1;3
"430905 Glorinha";-;1;1;2
"430910 Gramado";-;1;1;2
"430915 Gramado Xavier";-;-;1;1
"430920 Gravataí";6;10;13;29
"430930 Guaíba";7;6;7;20
"430950 Guarani das Missões";1;-;1;2
"430710 Herval";1;-;1;2
"430960 Horizontina";-;2;1;3
"430965 Hulha Negra";-;2;-;2
"430970 Humaitá";-;1;-;1
"430975 Ibarama";-;-;1;1
"430980 Ibiaçá";1;-;-;1
"430990 Ibiraiaras";-;-;1;1
"430995 Ibirapuitã";1;1;1;3
"431000 Ibirubá";1;-;1;2
"431010 Igrejinha";-;1;2;3
"431020 Ijuí";6;3;9;18
"431030 Ilópolis";-;1;-;1
"431033 Imbé";-;-;1;1
"431040 Independência";-;-;1;1
"431041 Inhacorá";1;-;1;2
"431043 Ipê";-;-;1;1
"431046 Ipiranga do Sul";1;-;-;1
"431050 Iraí";2;-;1;3
"431060 Itaqui";1;3;6;10
"431070 Itatiba do Sul";-;1;1;2
"431075 Ivorá";1;-;-;1
"431080 Ivoti";1;1;-;2
"431085 Jaboticaba";-;-;1;1
"431090 Jacutinga";-;2;-;2
"431100 Jaguarão";1;2;2;5
"431115 Jóia";1;-;-;1
"431120 Júlio de Castilhos";5;3;2;10
"431127 Lagoa dos Três Cantos";-;2;-;2
"431130 Lagoa Vermelha";3;2;1;6
"431125 Lagoão";-;-;3;3
"431140 Lajeado";1;7;3;11
"431160 Liberato Salzano";1;1;2;4
"431170 Machadinho";-;-;1;1
"431175 Manoel Viana";1;-;-;1
"431180 Marau";1;-;2;3
"431213 Mato Castelhano";1;-;-;1
"431215 Mato Leitão";-;1;-;1
"431225 Minas do Leão";-;-;1;1
"431230 Miraguaí";3;1;-;4
"431240 Montenegro";4;3;2;9
"431242 Mormaço";-;1;-;1
"431245 Morro Redondo";1;-;-;1
"431250 Mostardas";1;-;-;1
"431260 Muçum";-;1;-;1
"431262 Muliterno";-;1;-;1
"431265 Não-Me-Toque";2;-;1;3
"431267 Nicolau Vergueiro";-;1;-;1
"431270 Nonoai";-;3;3;6
"431275 Nova Alvorada";-;-;1;1
"431280 Nova Araçá";1;-;-;1
"431300 Nova Bréscia";-;-;1;1
"431303 Nova Esperança do Sul";1;-;-;1
"431306 Nova Hartz";2;-;-;2
"431320 Nova Petrópolis";-;1;-;1
"431330 Nova Prata";1;1;-;2
"431337 Nova Santa Rita";2;3;1;6
"431340 Novo Hamburgo";11;8;14;33
"431342 Novo Machado";1;-;-;1
"431350 Osório";1;-;1;2
"431360 Paim Filho";-;1;-;1
"431365 Palmares do Sul";2;-;-;2
"431370 Palmeira das Missões";2;1;6;9
"431380 Palmitinho";-;1;2;3
"431390 Panambi";-;1;-;1
"431395 Pantano Grande";1;-;-;1
"431402 Paraíso do Sul";-;-;1;1
"431405 Parobé";1;1;2;4
"431410 Passo Fundo";9;12;11;32
"431420 Pedro Osório";2;-;1;3
"431440 Pelotas";25;22;21;68
"431445 Pinhal";1;-;-;1
"431449 Pinheirinho do Vale";-;-;1;1
"431450 Pinheiro Machado";-;1;1;2
"431460 Piratini";-;1;-;1
"431470 Planalto";-;2;1;3
"431475 Poço das Antas";-;1;-;1
"431477 Pontão";-;1;-;1
"431480 Portão";-;2;1;3
"431490 Porto Alegre";84;85;79;248
"431513 Pouso Novo";-;1;-;1
"431515 Progresso";-;1;-;1
"431530 Quaraí";1;2;-;3
"431535 Quinze de Novembro";-;-;1;1
"431540 Redentora";-;-;1;1
"431550 Restinga Seca";2;-;-;2
"431555 Rio dos Índios";1;-;-;1
"431560 Rio Grande";6;17;15;38
"431570 Rio Pardo";1;4;2;7
"431575 Riozinho";-;1;-;1
"431580 Roca Sales";2;-;-;2
"431590 Rodeio Bonito";2;3;2;7
"431600 Rolante";-;1;2;3
"431610 Ronda Alta";2;2;-;4
"431630 Roque Gonzales";1;-;1;2
"431640 Rosário do Sul";5;1;5;11
"431642 Sagrada Família";1;1;1;3
"431645 Salto do Jacuí";1;-;2;3
"431650 Salvador do Sul";1;1;-;2
"431710 Sant'Ana do Livramento";7;8;8;23
"431670 Santa Bárbara do Sul";-;2;1;3
"431675 Santa Clara do Sul";-;1;-;1
"431680 Santa Cruz do Sul";7;6;3;16
"431690 Santa Maria";9;11;9;29
"431720 Santa Rosa";1;4;4;9
"431730 Santa Vitória do Palmar";3;2;-;5
"431700 Santana da Boa Vista";-;1;1;2
"431740 Santiago";4;1;4;9
"431750 Santo Ângelo";4;3;3;10
"431760 Santo Antônio da Patrulha";-;1;1;2
"431770 Santo Antônio das Missões";3;-;-;3
"431780 Santo Augusto";-;2;-;2
"431790 Santo Cristo";1;-;-;1
"431800 São Borja";3;4;2;9
"431805 São Domingos do Sul";1;1;-;2
"431810 São Francisco de Assis";2;-;3;5
"431820 São Francisco de Paula";2;-;3;5
"431830 São Gabriel";3;4;4;11
"431840 São Jerônimo";1;-;2;3
"431844 São Jorge";-;2;-;2
"431845 São José das Missões";-;1;-;1
"431850 São José do Norte";2;2;2;6
"431870 São Leopoldo";12;18;17;47
"431880 São Lourenço do Sul";1;2;1;4
"431890 São Luiz Gonzaga";4;2;1;7
"431900 São Marcos";1;2;2;5
"431910 São Martinho";-;1;1;2
"431912 São Martinho da Serra";1;-;-;1
"431915 São Miguel das Missões";3;2;-;5
"431930 São Paulo das Missões";1;1;-;2
"431937 São Pedro do Butiá";-;1;-;1
"431940 São Pedro do Sul";1;2;2;5
"431950 São Sebastião do Caí";1;-;-;1
"431960 São Sepé";-;-;3;3
"431970 São Valentim";-;-;1;1
"431990 Sapiranga";4;7;1;12
"432000 Sapucaia do Sul";5;9;4;18
"432010 Sarandi";1;4;1;6
"432020 Seberi";1;-;1;2
"432026 Segredo";-;1;1;2
"432030 Selbach";-;1;-;1
"432045 Sério";1;-;-;1
"432050 Sertão";1;1;-;2
"432055 Sertão Santana";1;-;3;4
"432065 Silveira Martins";-;-;1;1
"432067 Sinimbu";1;5;1;7
"432070 Sobradinho";-;1;3;4
"432080 Soledade";2;5;5;12
"432090 Tapejara";1;2;1;4
"432100 Tapera";-;1;-;1
"432110 Tapes";-;2;1;3
"432120 Taquara";2;1;1;4
"432130 Taquari";2;1;1;4
"432140 Tenente Portela";-;1;1;2
"432143 Terra de Areia";-;1;1;2
"432150 Torres";2;-;3;5
"432160 Tramandaí";2;1;1;4
"432162 Travesseiro";-;1;-;1
"432170 Três Coroas";1;1;-;2
"432180 Três de Maio";2;1;1;4
"432183 Três Forquilhas";-;1;-;1
"432185 Três Palmeiras";-;-;1;1
"432190 Três Passos";1;1;1;3
"432200 Triunfo";1;1;2;4
"432210 Tucunduva";-;1;-;1
"432215 Tunas";2;1;-;3
"432218 Tupanci do Sul";-;-;1;1
"432220 Tupanciretã";2;1;1;4
"432230 Tuparendi";-;3;-;3
"432240 Uruguaiana";9;15;12;36
"432250 Vacaria";3;7;5;15
"432253 Vale do Sol";2;1;-;3
"432254 Vale Real";1;1;-;2
"432255 Vanini";-;1;-;1
"432260 Venâncio Aires";2;1;3;6
"432270 Vera Cruz";1;3;1;5
"432280 Veranópolis";-;-;1;1
"432300 Viamão";17;10;14;41
"432345 Vila Nova do Sul";1;-;-;1
"432375 Vitória das Missões";-;-;1;1
"432380 Xangri-lá";-;-;1;1
"430000 Município ignorado - RS";1;-;-;1
"500020 Água Clara";1;1;-;2
"500060 Amambai";3;5;6;14
"500070 Anastácio";4;6;1;11
"500085 Angélica";-;-;1;1
"500090 Antônio João";-;1;1;2
"500100 Aparecida do Taboado";1;2;1;4
"500110 Aquidauana";9;9;9;27
"500124 Aral Moreira";2;-;1;3
"500150 Bandeirantes";1;-;-;1
"500190 Bataguassu";-;2;1;3
"500200 Batayporã";2;-;1;3
"500210 Bela Vista";1;1;3;5
"500215 Bodoquena";1;-;2;3
"500220 Bonito";2;1;2;5
"500230 Brasilândia";2;1;-;3
"500240 Caarapó";1;3;5;9
"500260 Camapuã";-;1;-;1
"500270 Campo Grande";45;45;49;139
"500280 Caracol";-;1;-;1
"500290 Cassilândia";1;-;-;1
"500295 Chapadão do Sul";-;2;2;4
"500310 Corguinho";-;-;1;1
"500315 Coronel Sapucaia";2;3;4;9
"500320 Corumbá";18;21;14;53
"500325 Costa Rica";1;-;1;2
"500330 Coxim";1;-;-;1
"500345 Deodápolis";-;-;1;1
"500348 Dois Irmãos do Buriti";-;1;-;1
"500350 Douradina";-;-;1;1
"500370 Dourados";21;15;16;52
"500375 Eldorado";-;1;-;1
"500380 Fátima do Sul";3;2;2;7
"500400 Glória de Dourados";3;-;1;4
"500410 Guia Lopes da Laguna";-;1;-;1
"500430 Iguatemi";1;4;-;5
"500440 Inocência";-;1;1;2
"500450 Itaporã";-;1;2;3
"500460 Itaquiraí";3;3;5;11
"500470 Ivinhema";3;6;2;11
"500480 Japorã";-;1;-;1
"500490 Jaraguari";1;-;1;2
"500500 Jardim";4;2;3;9
"500515 Juti";2;-;-;2
"500520 Ladário";1;-;1;2
"500525 Laguna Carapã";-;1;1;2
"500540 Maracaju";3;4;1;8
"500560 Miranda";2;1;1;4
"500568 Mundo Novo";3;2;2;7
"500570 Naviraí";7;2;1;10
"500580 Nioaque";2;1;1;4
"500600 Nova Alvorada do Sul";-;-;2;2
"500620 Nova Andradina";2;1;2;5
"500625 Novo Horizonte do Sul";-;-;2;2
"500630 Paranaíba";6;-;3;9
"500635 Paranhos";1;2;2;5
"500640 Pedro Gomes";1;-;-;1
"500660 Ponta Porã";6;10;6;22
"500690 Porto Murtinho";2;-;2;4
"500710 Ribas do Rio Pardo";4;6;3;13
"500720 Rio Brilhante";2;3;2;7
"500730 Rio Negro";-;2;-;2
"500740 Rio Verde de Mato Grosso";2;1;1;4
"500755 Santa Rita do Pardo";2;-;-;2
"500769 São Gabriel do Oeste";2;1;2;5
"500780 Selvíria";2;1;-;3
"500770 Sete Quedas";4;4;2;10
"500790 Sidrolândia";1;6;1;8
"500793 Sonora";1;-;-;1
"500795 Tacuru";2;1;-;3
"500797 Taquarussu";-;1;-;1
"500800 Terenos";1;1;-;2
"500830 Três Lagoas";3;3;9;15
"500840 Vicentina";-;-;1;1
"500000 Município ignorado - MS";1;5;3;9
"510020 Água Boa";-;-;1;1
"510025 Alta Floresta";3;6;5;14
"510030 Alto Araguaia";-;2;2;4
"510035 Alto Boa Vista";-;1;-;1
"510040 Alto Garças";-;2;-;2
"510050 Alto Paraguai";2;1;1;4
"510080 Apiacás";1;1;2;4
"510100 Araguaiana";-;1;1;2
"510130 Arenápolis";-;1;3;4
"510140 Aripuanã";3;-;2;5
"510170 Barra do Bugres";2;1;5;8
"510180 Barra do Garças";5;2;5;12
"510190 Brasnorte";2;-;-;2
